url,TFTID,armor,attack,attackData,attackMag,attackRange,attackSpeed,chessId,crit,displayName,illustrate,jobIds,jobs,life,lifeData,lifeMag,magic,name,originalImage,price,proStatus,raceIds,races,recEquip,skillDetail,skillImage,skillIntroduce,skillName,skillType,spellBlock,startMagic,synergies,title,...
516,730,60,60,60/90/135,1.5,1,0.6,516,25,奥恩,,"7003,7009","格斗家,传奇半神",1000,1000/1800/3240,1.8,180,730.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/ornn-stampede.png,4,无,7112,风暴龙,,【奥恩】在相距最远的敌人处召唤出一个元素灵体来朝着他冲锋，对命中的敌人们造成150/250/1000魔法伤害和持续2秒的50%攻速削减。在元素灵体抵达【奥恩】处时，【奥恩】会将它重新导向至另一名远处的敌人，造成150/250/1000魔法伤害和1.25/1.75/8秒晕眩。,https://game.gtimg.cn/images/lol/act/img/tft/champions/ornn-stampede.png,【奥恩】在相距最远的敌人处召唤出一个元素灵体来朝着他冲锋，对命中的敌人们造成150/250/1000魔法伤害和持续2秒的50%攻速削减。在元素灵体抵达【奥恩】处时，【奥恩】会将它重新导向至另一名远处的敌人，造成150/250/1000魔法伤害和1.25/1.75/8秒晕眩。,元素暴走,主动,60,80,,山隐之焰,{}
420,717,50,55,55/82.5/123.75,1.5,1,0.6,420,25,俄洛伊,,7003,格斗家,750,750/1350/2430,1.8,130,717.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/illaoi-cosmic-lash.png,3,无,7101,星界龙,,【俄洛伊】将她的神像猛砸进地面，召唤3条触手进行抽打，并对一个锥形范围内的敌人们造成125/175/250魔法伤害。【俄洛伊】会从每个敌人那里窃取33%护甲和魔法抗性，持续5秒。,https://game.gtimg.cn/images/lol/act/img/tft/champions/illaoi-cosmic-lash.png,【俄洛伊】将她的神像猛砸进地面，召唤3条触手进行抽打，并对一个锥形范围内的敌人们造成125/175/250魔法伤害。【俄洛伊】会从每个敌人那里窃取33%护甲和魔法抗性，持续5秒。,星界鞭击,主动,50,60,,海兽祭司,{}
412,749,45,60,60/108/194.4,1.8,2,0.6,412,25,锤石,,7008,护卫,750,750/1350/2430,1.8,150,749.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/thresh-death-sentence.png,2,无,7114,幽影龙,,锤石钩住距离最远的敌人，对其造成250/400/800魔法伤害和2秒晕眩，并在此期间持续将目标拉向他。,https://game.gtimg.cn/images/lol/act/img/tft/champions/thresh-death-sentence.png,锤石钩住距离最远的敌人，对其造成250/400/800魔法伤害和2秒晕眩，并在此期间持续将目标拉向他。,死亡判决,主动,45,150,,魂锁典狱长,{}
267,725,20,40,40/60/90,1.5,3,0.65,267,25,娜美,,"7010,7011","法师,秘术师",600,600/1080/1944,1.8,90,725.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/nami-ebb-and-flow.png,2,无,7101,星界龙,,【娜美】朝她的目标放出一道浪潮，浪潮至多可弹跳至2个额外目标，优先选择低生命值的目标并且会在敌人和友军之间交替。在命中敌人时造成150/180/210魔法伤害并在命中友军时治疗170/190/210生命值。,https://game.gtimg.cn/images/lol/act/img/tft/champions/nami-ebb-and-flow.png,【娜美】朝她的目标放出一道浪潮，浪潮至多可弹跳至2个额外目标，优先选择低生命值的目标并且会在敌人和友军之间交替。在命中敌人时造成150/180/210魔法伤害并在命中友军时治疗170/190/210生命值。,冲击之潮,主动,20,50,,唤潮鲛姬,{}
266,701,45,65,65/97.5/146.25,1.5,1,0.65,266,25,亚托克斯,,7014,狂刃战士,650,650/1170/2106,1.8,100,701.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/aatrox-deathbringer-strike.png,1,无,7109,金鳞龙,,【亚托克斯】打击目标，造成165/302/552物理伤害（275/305/385%攻击力），并治疗自身300/350/400生命值。,https://game.gtimg.cn/images/lol/act/img/tft/champions/aatrox-deathbringer-strike.png,【亚托克斯】打击目标，造成165/302/552物理伤害（275/305/385%攻击力），并治疗自身300/350/400生命值。,赐死打击,主动,45,50,,暗裔剑魔,{}
223,746,40,80,80/120/180,1.5,1,0.5,223,25,塔姆,,7003,格斗家,650,650/1170/2106,1.8,120,746.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/tahm-kench-thicker-skin.png,1,无,7107,神龙烈焰,,"【塔姆】为自身提供持续6秒的240/250/275+ 10%最大生命值的护盾值。当这个护盾持续时，敌人在对他造成伤害时会受到75/100/125魔法伤害，每3秒至多受到一次此伤害。
【塔姆】在施放技能后，【塔姆】所受的下3次攻击会对攻击者回敬伤害，而非基于一个内置的冷却时间",https://game.gtimg.cn/images/lol/act/img/tft/champions/tahm-kench-thicker-skin.png,"【塔姆】为自身提供持续6秒的240/250/275+ 10%最大生命值的护盾值。当这个护盾持续时，敌人在对他造成伤害时会受到75/100/125魔法伤害，每3秒至多受到一次此伤害。
【塔姆】在施放技能后，【塔姆】所受的下3次攻击会对攻击者回敬伤害，而非基于一个内置的冷却时间",更厚表皮,主动,40,60,,河流之王,{}
222,718,20,60,60/90/135,1.5,4,0.7,222,25,金克丝,,7004,强袭炮手,550,550/990/1782,1.8,100,718.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/jinx-flame-chompers.png,2,无,7107,神龙烈焰,,【金克丝】以她的目标为中心召唤一列陷阱。陷阱们会在短暂的延迟后爆炸，造成250/400/600魔法伤害并使命中的敌人们晕眩1.5/1.5/2秒。每个空放的陷阱会为【金克丝】回复25法力。,https://game.gtimg.cn/images/lol/act/img/tft/champions/jinx-flame-chompers.png,【金克丝】以她的目标为中心召唤一列陷阱。陷阱们会在短暂的延迟后爆炸，造成250/400/600魔法伤害并使命中的敌人们晕眩1.5/1.5/2秒。每个空放的陷阱会为【金克丝】回复25法力。,嚼火者手雷,主动,20,50,,暴走萝莉,{}
141,720,25,60,60/90/135,1.5,1,0.75,141,25,凯隐,,7001,刺客,750,750/1350/2430,1.8,45,720.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/kayn-blades-reach.png,2,无,"7106,7109","怒翼龙,金鳞龙",,【凯隐】沿一条直线挥舞他的镰刀，对直线上的所有敌人们造成100/180/324物理伤害(275%攻击力)并对命中的第一个敌人造成额外的90/150/275魔法伤害。,https://game.gtimg.cn/images/lol/act/img/tft/champions/kayn-blades-reach.png,【凯隐】沿一条直线挥舞他的镰刀，对直线上的所有敌人们造成100/180/324物理伤害(275%攻击力)并对命中的第一个敌人造成额外的90/150/275魔法伤害。,利刃纵贯,主动,25,0,,影流之镰,{}
98,737,45,60,60/90/135,1.5,1,0.65,98,25,慎,,"7003,7014","格斗家,狂刃战士",800,800/1440/2592,1.8,105,737.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/shen-flames-refuge.png,2,无,7106,怒翼龙,,【慎】创造一个可持续3/4/5秒的结界环绕自身，令附近的所有友军闪避普通攻击。在结界激活时，【慎】获得30/40/60魔法抗性。,https://game.gtimg.cn/images/lol/act/img/tft/champions/shen-flames-refuge.png,【慎】创造一个可持续3/4/5秒的结界环绕自身，令附近的所有友军闪避普通攻击。在结界激活时，【慎】获得30/40/60魔法抗性。,烈焰庇护,主动,45,60,,暮光之眼,{}
91,747,40,60,60/90/135,1.5,1,0.8,91,25,泰隆,,7001,刺客,800,800/1440/2592,1.8,100,747.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/tft7_talon.png,4,无,7103,冒险家,,【泰隆】潜行1.5秒并散出一圈刀刃，对命中的敌人们造成33/59/316物理伤害(75/100/300% 攻击力)。他随后会跃向4格内相距最远的那名敌人并召回刀刃，再次造成第一段伤害并对他的目标造成288/468/1027物理伤害(250%攻击力+120/200/1200)。,https://game.gtimg.cn/images/lol/act/img/tft/champions/Talon_1652931648.png,【泰隆】潜行1.5秒并散出一圈刀刃，对命中的敌人们造成33/59/316物理伤害(75/100/300% 攻击力)。他随后会跃向4格内相距最远的那名敌人并召回刀刃，再次造成第一段伤害并对他的目标造成288/468/1027物理伤害(250%攻击力+120/200/1200)。,暗影突袭,主动,40,50,,刀锋之影,{}
60,711,30,50,50/75/112.5,1.5,2,0.75,60,25,伊莉丝,,7012,换形师,700,700/1260/2268,1.8,40,711.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/elise-spider-form.png,3,无,7114,幽影龙,,"【伊莉丝】变形为蜘蛛形态，持续到战斗环节结束为止。在这个形态下，她的攻击距离会降至1，并且她的技能会被替换为【剧毒之蜇】，且她会在变形后立刻进行施放。
【剧毒之蜇】：【伊莉丝】的下次攻击造成210/260/310额外魔法伤害。如果这个技能击杀了她的目标，那么她会爬升至空中，变得无法被选取，然后落在生命值最低的敌人旁边并立刻再次施放【剧毒之蜇】。",https://game.gtimg.cn/images/lol/act/img/tft/champions/elise-spider-form.png,"【伊莉丝】变形为蜘蛛形态，持续到战斗环节结束为止。在这个形态下，她的攻击距离会降至1，并且她的技能会被替换为【剧毒之蜇】，且她会在变形后立刻进行施放。
【剧毒之蜇】：【伊莉丝】的下次攻击造成210/260/310额外魔法伤害。如果这个技能击杀了她的目标，那么她会爬升至空中，变得无法被选取，然后落在生命值最低的敌人旁边并立刻再次施放【剧毒之蜇】。",蜘蛛形态,主动,30,0,,蜘蛛女皇,{}
50,743,30,45,45/67.5/101.25,1.5,4,0.7,50,25,斯维因,,"7006,7012","神龙尊者,换形师",600,600/1080/1944,1.8,45,743.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/tft7_swain.png,3,无,7106,怒翼龙,,"【斯维因】变形为龙形态，将他的攻击替换为火球（可造成65/105/165魔法伤害）并将他的技能替换为【特大火球】。
【特大火球】：【斯维因】的下一个火球造成的伤害提升100%并且会在他目标附近的一个范围内爆炸。",https://game.gtimg.cn/images/lol/act/img/tft/champions/Swain.png,"【斯维因】变形为龙形态，将他的攻击替换为火球（可造成65/105/165魔法伤害）并将他的技能替换为【特大火球】。
【特大火球】：【斯维因】的下一个火球造成的伤害提升100%并且会在他目标附近的一个范围内爆炸。",巨龙飞升,主动,30,0,,诺克萨斯统领,{}
44,748,45,70,70/105/157.5,1.5,1,0.6,44,25,塔里克,,7008,护卫,700,700/1260/2268,1.8,50,748.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/taric-bastion.png,1,无,7104,玉龙,,塔里克为自己与最近的队友提供一道保护符文，符文可提供持续6秒的30/60/120护甲提升效果。,https://game.gtimg.cn/images/lol/act/img/tft/champions/taric-bastion.png,塔里克为自己与最近的队友提供一道保护符文，符文可提供持续6秒的30/60/120护甲提升效果。,坚毅壁垒,主动,45,0,,瓦洛兰之盾,{}
42,708,30,75,75/112.5/168.75,1.5,4,0.7,42,25,库奇,,7004,强袭炮手,750,750/1350/2430,1.8,80,708.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/corki-missile-barrage.png,4,无,7107,神龙烈焰,,【库奇】朝他的目标发射一团由4颗导弹组成的弹幕，每颗导弹造成42/76/340物理伤害(50/70/200%攻击力)。最后一颗导弹是【大家伙】，并且还会在一个较大区域内造成323/527/1367物理伤害( 155/185/400%攻击力+110/170/600),https://game.gtimg.cn/images/lol/act/img/tft/champions/Corki_1652932296.png,【库奇】朝他的目标发射一团由4颗导弹组成的弹幕，每颗导弹造成42/76/340物理伤害(50/70/200%攻击力)。最后一颗导弹是【大家伙】，并且还会在一个较大区域内造成323/527/1367物理伤害( 155/185/400%攻击力+110/170/600),火箭轰击,主动,30,20,,英勇投弹手,{}
37,741,30,40,40/60/90,1.5,4,0.7,37,25,娑娜,,7007,魔导师,750,750/1350/2430,1.8,125,741.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/sona-crescendo.png,4,无,7107,神龙烈焰,,【娑娜】朝相距最远的敌人演奏她的终极和弦，对敌人们造成250/350/1000魔法伤害和1/1/4秒晕眩。,https://game.gtimg.cn/images/lol/act/img/tft/champions/sona-crescendo.png,【娑娜】朝相距最远的敌人演奏她的终极和弦，对敌人们造成250/350/1000魔法伤害和1/1/4秒晕眩。,狂舞终乐章,主动,30,75,,琴瑟仙女,{}
34,702,25,40,40/60/90,1.5,4,0.7,34,25,艾尼维亚,,"7009,7007","传奇半神,魔导师",650,650/1170/2106,1.8,80,702.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/anivia-prismatic-storm.png,3,无,7104,玉龙,,【艾尼维亚】在她的目标周围召唤一道棱彩风暴，在3秒里持续造成共325/475/750魔法伤害。风暴内的敌人们会被削减40%魔法抗性。,https://game.gtimg.cn/images/lol/act/img/tft/champions/Anivia_1652930830.png,【艾尼维亚】在她的目标周围召唤一道棱彩风暴，在3秒里持续造成共325/475/750魔法伤害。风暴内的敌人们会被削减40%魔法抗性。,棱彩风暴,主动,25,40,,冰晶凤凰,{}
22,704,20,50,50/75/112.5,1.5,4,0.7,22,25,艾希,,"7006,7013","神龙尊者,迅捷射手",600,600/1080/1944,1.8,90,704.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/ashe-volley.png,2,无,7104,玉龙,,艾希以她的目标为中心射出一排共6支箭矢。被命中的敌人会受到125/175/250魔法伤害和持续3秒的30%攻速削减效果。,https://game.gtimg.cn/images/lol/act/img/tft/champions/ashe-volley.png,艾希以她的目标为中心射出一排共6支箭矢。被命中的敌人会受到125/175/250魔法伤害和持续3秒的30%攻速削减效果。,万箭齐发,主动,20,40,,寒冰射手,{}
13,733,25,40,40/60/90,1.5,4,0.65,13,25,瑞兹,,7010,法师,600,600/1080/1944,1.8,20,733.png,https://game.gtimg.cn/images/lol/act/img/tft/original-image/ryze-overload.png,3,无,7103,冒险家,,瑞兹向目标投掷1颗奥术法球，每颗法球造成他基于180% / 260% / 420%最大法力值的魔法伤害。每次施放都会使他的最大法力值提升20并使法球数量提升1。,https://game.gtimg.cn/images/lol/act/img/tft/champions/ryze-overload.png,瑞兹向目标投掷1颗奥术法球，每颗法球造成他基于180% / 260% / 420%最大法力值的魔法伤害。每次施放都会使他的最大法力值提升20并使法球数量提升1。,超负荷,主动,25,0,,符文法师,{}
